IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,232,2,3,40,16,1179365,1871004,2007,04/15/2016 08:55:02 AM,41.80132091,-87.61772839,"(41.801320907, -87.617728391)"
460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,2422,24,49,1,17,1163750,1950346,2007,04/15/2016 08:55:02 AM,42.0193833,-87.67275327,"(42.019383301, -87.67275327)"
320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,733,7,17,68,3,1171829,1858933,2007,04/15/2016 08:55:02 AM,41.76836556,-87.64571954,"(41.768365556, -87.645719535)"
2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1112,11,27,23,18,1151169,1907362,2007,04/15/2016 08:55:02 AM,41.90168932,-87.72018193,"(41.901689323, -87.720181932)"
2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1511,15,29,25,26,1138051,1904065,2007,04/15/2016 08:55:02 AM,41.89288912,-87.76844628,"(41.892889121, -87.768446276)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2512,25,36,18,14,1128623,1917343,2007,04/15/2016 08:55:02 AM,41.92949083,-87.80277072,"(41.929490827, -87.802770717)"
320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,511,5,9,49,3,1179024,1837171,2007,04/15/2016 08:55:02 AM,41.70848714,-87.62000772,"(41.708487135, -87.620007718)"
1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,DRUG STORE,FALSE,FALSE,1613,16,41,10,10,1127535,1933838,2007,04/15/2016 08:55:02 AM,41.97477341,-87.80639621,"(41.974773411, -87.806396207)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1031,10,22,30,17,1148882,1883543,2007,04/15/2016 08:55:02 AM,41.83637172,-87.72919816,"(41.836371721, -87.72919816)"
560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,1932,19,44,6,23,1170707,1918825,2007,04/15/2016 08:55:02 AM,41.93273877,-87.64808035,"(41.932738765, -87.648080345)"
460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2433,24,48,77,17,1168149,1940233,2007,04/15/2016 08:55:02 AM,41.99153878,-87.65685958,"(41.991538784, -87.656859584)"
2850,PUBLIC PEACE VIOLATION,BOMB THREAT,OTHER,FALSE,FALSE,2333,19,44,6,26,1171665,1919218,2007,04/15/2016 08:55:02 AM,41.93379611,-87.64454822,"(41.933796108, -87.644548217)"
320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2131,2,4,41,3,1185585,1869452,2007,04/15/2016 08:55:02 AM,41.79691774,-87.59496657,"(41.796917736, -87.594966571)"
810,THEFT,OVER $500,CTA BUS,FALSE,FALSE,1533,15,28,25,6,1144224,1899588,2007,04/15/2016 08:55:02 AM,41.88048995,-87.7458875,"(41.880489945, -87.745887499)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2212,22,19,75,17,1161991,1832012,2007,04/15/2016 08:55:02 AM,41.69470021,-87.6825268,"(41.694700209, -87.682526799)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,132,1,2,33,14,1176977,1894269,2007,04/15/2016 08:55:02 AM,41.86521612,-87.62578322,"(41.865216122, -87.625783216)"
031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,624,6,6,69,3,1180229,1854434,2007,04/15/2016 08:55:02 AM,41.75583142,-87.61506739,"(41.755831416, -87.615067391)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,614,6,21,71,14,1167749,1850858,2007,04/15/2016 08:55:02 AM,41.7462952,-87.66090606,"(41.746295198, -87.660906059)"
560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,2535,25,26,22,23,1150739,1912522,2007,04/15/2016 08:55:02 AM,41.91585728,-87.72162622,"(41.915857278, -87.721626218)"
1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,FALSE,FALSE,2514,25,31,19,11,1138509,1919554,2007,04/15/2016 08:55:02 AM,41.93538443,-87.76638816,"(41.935384432, -87.766388161)"
2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1132,11,28,26,18,1149476,1898380,2007,04/15/2016 08:55:02 AM,41.87707479,-87.72663384,"(41.877074789, -87.726633839)"
497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,1531,15,37,25,19,1143268,1906532,2007,04/15/2016 08:55:02 AM,41.899563,-87.74922431,"(41.899563004, -87.749224311)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,912,9,14,58,14,1157415,1875802,2007,04/15/2016 08:55:02 AM,41.81496051,-87.69809721,"(41.81496051, -87.698097211)"
5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,FALSE,333,3,5,43,26,1190599,1856624,2007,04/15/2016 08:55:02 AM,41.7615971,-87.57699374,"(41.761597096, -87.576993735)"
031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,524,5,34,53,3,1173070,1827846,2007,04/15/2016 08:55:02 AM,41.68303118,-87.64208571,"(41.683031177, -87.642085705)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2534,25,37,23,14,1147461,1908765,2007,04/15/2016 08:55:02 AM,41.90561122,-87.73376596,"(41.905611218, -87.733765956)"
141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,711,7,20,68,15,1174692,1863689,2007,04/15/2016 08:55:02 AM,41.78135327,-87.63508375,"(41.781353265, -87.635083754)"
460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,1031,10,22,30,17,1151168,1884915,2007,04/15/2016 08:55:02 AM,41.84009224,-87.72077399,"(41.84009224, -87.720773988)"
560,ASSAULT,SIMPLE,ALLEY,TRUE,FALSE,1932,19,44,6,23,1171085,1919024,2007,04/15/2016 08:55:02 AM,41.93327653,-87.64668539,"(41.933276531, -87.646685387)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2514,25,30,19,14,1136172,1920216,2007,04/15/2016 08:55:02 AM,41.93724312,-87.77496105,"(41.937243119, -87.77496105)"
051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,611,6,18,71,22,1165325,1854746,2007,04/15/2016 08:55:02 AM,41.75701606,-87.66967828,"(41.757016064, -87.669678275)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1024,10,24,29,18,1153429,1889467,2007,04/15/2016 08:55:02 AM,41.85253893,-87.7123562,"(41.852538927, -87.712356204)"
610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1632,16,36,17,5,1127640,1923090,2007,04/15/2016 08:55:02 AM,41.94527793,-87.80625319,"(41.945277932, -87.806253194)"
820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,822,8,14,62,6,1153044,1865243,2007,04/15/2016 08:55:02 AM,41.78607265,-87.7144097,"(41.786072648, -87.714409703)"
810,THEFT,OVER $500,STREET,TRUE,FALSE,911,9,12,58,6,1161162,1873367,2007,04/15/2016 08:55:02 AM,41.80820174,-87.68442005,"(41.808201741, -87.684420054)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,824,8,16,63,7,1158879,1866739,2007,04/15/2016 08:55:02 AM,41.79006063,-87.69297469,"(41.790060625, -87.692974691)"
1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,2432,24,40,1,14,1166676,1942638,2007,04/15/2016 08:55:02 AM,41.99816996,-87.66220833,"(41.998169958, -87.662208333)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1012,10,24,29,17,1149654,1891480,2007,04/15/2016 08:55:02 AM,41.85813693,-87.72615946,"(41.858136925, -87.726159462)"
1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1524,15,28,25,20,1141578,1903821,2007,04/15/2016 08:55:02 AM,41.89215511,-87.75549882,"(41.892155106, -87.75549882)"
1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,1913,19,47,5,14,1159392,1921181,2007,04/15/2016 08:55:02 AM,41.93944442,-87.68959677,"(41.939444419, -87.689596768)"
460,BATTERY,SIMPLE,PARK PROPERTY,TRUE,FALSE,2512,25,29,19,17,1133314,1916295,2007,04/15/2016 08:55:02 AM,41.92653404,-87.78555691,"(41.926534044, -87.785556909)"
4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,TRUE,FALSE,2533,25,31,19,26,1143945,1912865,2007,04/15/2016 08:55:02 AM,41.91692877,-87.74657854,"(41.916928766, -87.746578544)"
460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,424,4,10,46,17,1198095,1845539,2007,04/15/2016 08:55:02 AM,41.7309949,-87.54989067,"(41.730994904, -87.54989067)"
2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1111,11,28,25,18,1144260,1903345,2007,04/15/2016 08:55:02 AM,41.89079892,-87.74566084,"(41.890798922, -87.745660835)"
560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,733,7,17,68,23,1171505,1858755,2007,04/15/2016 08:55:02 AM,41.7678842,-87.64691236,"(41.767884204, -87.646912356)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,332,3,5,43,14,1189045,1860025,2007,04/15/2016 08:55:02 AM,41.77096708,-87.58258041,"(41.770967079, -87.582580406)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2424,24,49,1,17,1161661,1949151,2007,04/15/2016 08:55:02 AM,42.01614818,-87.68047408,"(42.016148179, -87.680474079)"
860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2122,2,4,35,6,1179925,1882604,2007,04/15/2016 08:55:02 AM,41.83313943,-87.61531921,"(41.833139425, -87.615319213)"
031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,632,6,6,44,3,1177913,1847302,2007,04/15/2016 08:55:02 AM,41.73631311,-87.62377047,"(41.736313105, -87.623770465)"
1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,FALSE,FALSE,931,9,20,61,11,1165336,1873531,2007,04/15/2016 08:55:02 AM,41.80856427,-87.66910615,"(41.808564273, -87.669106152)"
810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,112,1,2,32,6,1174780,1898776,2007,04/15/2016 08:55:02 AM,41.87763303,-87.63371353,"(41.877633028, -87.633713529)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2534,25,37,23,17,1148474,1908337,2007,04/15/2016 08:55:02 AM,41.90441725,-87.73005588,"(41.904417253, -87.730055882)"
5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1621,16,41,12,26,1135161,1945746,2007,04/15/2016 08:55:02 AM,42.00731781,-87.77806856,"(42.007317814, -87.778068559)"
558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,STREET,TRUE,FALSE,2232,22,34,73,22,1172768,1837587,2007,04/15/2016 08:55:02 AM,41.70976863,-87.64290538,"(41.709768628, -87.642905378)"
1120,DECEPTIVE PRACTICE,FORGERY,DEPARTMENT STORE,FALSE,FALSE,2413,24,40,2,10,1161508,1939858,2007,04/15/2016 08:55:02 AM,41.99065112,-87.68129749,"(41.990651122, -87.681297493)"
460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,834,8,18,70,17,1151370,1851889,2007,04/15/2016 08:55:02 AM,41.74946001,-87.72089612,"(41.749460005, -87.72089612)"
031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,FALSE,FALSE,723,7,20,68,3,1172055,1862918,2007,04/15/2016 08:55:02 AM,41.77929591,-87.64477419,"(41.779295906, -87.644774188)"
1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,922,9,11,60,26,1170549,1878980,2007,04/15/2016 08:55:02 AM,41.82340473,-87.64982708,"(41.823404728, -87.649827084)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1523,15,28,25,7,1141336,1903050,2007,04/15/2016 08:55:02 AM,41.89004386,-87.75640663,"(41.890043858, -87.756406633)"
1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,924,9,11,60,26,1169164,1883830,2007,04/15/2016 08:55:02 AM,41.83674372,-87.65476758,"(41.836743721, -87.654767576)"
502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,1913,19,1,5,26,1159792,1920606,2007,04/15/2016 08:55:02 AM,41.93785833,-87.68814256,"(41.93785833, -87.688142558)"
810,THEFT,OVER $500,DEPARTMENT STORE,FALSE,FALSE,634,6,21,44,6,1177500,1845805,2007,04/15/2016 08:55:02 AM,41.73221448,-87.62532866,"(41.732214483, -87.625328663)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2533,25,37,25,14,1144138,1910955,2007,04/15/2016 08:55:02 AM,41.9116839,-87.74591752,"(41.9116839, -87.745917518)"
497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,524,5,34,53,19,1174825,1827974,2007,04/15/2016 08:55:02 AM,41.68334361,-87.63565752,"(41.683343609, -87.63565752)"
2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,1532,15,28,25,18,1143652,1901663,2007,04/15/2016 08:55:02 AM,41.88619472,-87.74793588,"(41.88619472, -87.74793588)"
890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,122,1,42,32,6,1177307,1900569,2007,04/15/2016 08:55:02 AM,41.88249622,-87.62438077,"(41.88249622, -87.624380767)"
820,THEFT,$500 AND UNDER,DEPARTMENT STORE,FALSE,FALSE,411,4,8,45,6,1186674,1852884,2007,04/15/2016 08:55:02 AM,41.75142798,-87.59149723,"(41.751427982, -87.591497227)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,723,7,16,68,26,1171068,1862661,2007,04/15/2016 08:55:02 AM,41.7786123,-87.64840013,"(41.778612298, -87.648400132)"
3960,INTIMIDATION,INTIMIDATION,BARBERSHOP,FALSE,FALSE,824,8,16,66,26,1156067,1865102,2007,04/15/2016 08:55:02 AM,41.78562547,-87.70332958,"(41.785625474, -87.703329577)"
890,THEFT,FROM BUILDING,WAREHOUSE,FALSE,FALSE,1433,14,32,24,6,1167724,1910792,2007,04/15/2016 08:55:02 AM,41.91076067,-87.65927455,"(41.910760668, -87.65927455)"
5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2533,25,37,25,26,1143849,1908874,2007,04/15/2016 08:55:02 AM,41.90597884,-87.74703148,"(41.905978838, -87.747031483)"
320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,624,6,6,44,3,1182036,1852772,2007,04/15/2016 08:55:02 AM,41.75122912,-87.60849653,"(41.751229121, -87.608496532)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,621,6,21,71,14,1172697,1851617,2007,04/15/2016 08:55:02 AM,41.74827046,-87.64275317,"(41.748270455, -87.642753174)"
820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1133,11,24,26,6,1151209,1896597,2007,04/15/2016 08:55:02 AM,41.87214825,-87.72031748,"(41.872148247, -87.720317478)"
890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,723,7,17,68,6,1171273,1860409,2007,04/15/2016 08:55:02 AM,41.77242806,-87.64771441,"(41.772428059, -87.64771441)"
460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1624,16,38,15,17,1134573,1928164,2007,04/15/2016 08:55:02 AM,41.9590817,-87.78064937,"(41.959081697, -87.780649372)"
460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2511,25,36,19,17,1133881,1919540,2007,04/15/2016 08:55:02 AM,41.93542874,-87.78339692,"(41.935428738, -87.783396923)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,722,7,20,69,14,1176355,1861223,2007,04/15/2016 08:55:02 AM,41.77454908,-87.6290609,"(41.774549079, -87.629060903)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2232,22,34,73,17,1170541,1835506,2007,04/15/2016 08:55:02 AM,41.70410676,-87.65112135,"(41.704106755, -87.651121353)"
610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,622,6,21,,5,1174453,1847446,2007,04/15/2016 08:55:02 AM,41.73678584,-87.63644239,"(41.736785841, -87.636442393)"
497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,FACTORY/MANUFACTURING BUILDING,FALSE,FALSE,511,5,9,49,19,1180390,1837063,2007,04/15/2016 08:55:02 AM,41.70815961,-87.61500866,"(41.708159608, -87.61500866)"
545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,624,6,8,69,23,1183899,1853859,2007,04/15/2016 08:55:02 AM,41.75416869,-87.60163576,"(41.754168689, -87.601635756)"
1330,CRIMINAL TRESPASS,TO LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1822,18,27,8,26,1171084,1908425,2007,04/15/2016 08:55:02 AM,41.90419237,-87.64700079,"(41.904192368, -87.647000785)"
1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,TRUE,FALSE,822,8,23,62,18,1151630,1868239,2007,04/15/2016 08:55:02 AM,41.79432194,-87.71951576,"(41.794321939, -87.719515756)"
1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,825,8,15,66,14,1161131,1862485,2007,04/15/2016 08:55:02 AM,41.77834075,-87.68483483,"(41.778340747, -87.684834834)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2535,25,30,23,17,1149464,1910652,2007,04/15/2016 08:55:02 AM,41.91075068,-87.72635914,"(41.910750678, -87.726359137)"
610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,621,6,21,71,5,1172038,1851456,2007,04/15/2016 08:55:02 AM,41.74784314,-87.64517269,"(41.747843139, -87.645172686)"
820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1031,10,22,30,6,1147912,1882689,2007,04/15/2016 08:55:02 AM,41.8340469,-87.7327794,"(41.834046895, -87.732779401)"
1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2222,22,21,73,14,1168791,1845077,2007,04/15/2016 08:55:02 AM,41.7304089,-87.65725434,"(41.730408903, -87.657254342)"
1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,1023,10,12,30,26,1157759,1889262,2007,04/15/2016 08:55:02 AM,41.85188936,-87.69646931,"(41.851889359, -87.696469311)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2123,2,4,39,17,1185011,1875144,2007,04/15/2016 08:55:02 AM,41.81255052,-87.59689262,"(41.81255052, -87.596892617)"
2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,921,9,3,61,18,1171504,1871361,2007,04/15/2016 08:55:02 AM,41.80247653,-87.64654694,"(41.802476525, -87.646546942)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,911,9,14,63,16,1161240,1870598,2007,04/15/2016 08:55:02 AM,41.80060164,-87.68421067,"(41.80060164, -87.68421067)"
1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,STREET,TRUE,FALSE,813,8,13,62,17,1147961,1865119,2007,04/15/2016 08:55:02 AM,41.78583127,-87.73304991,"(41.785831267, -87.733049912)"
915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",VACANT LOT/LAND,FALSE,FALSE,1433,14,32,24,7,1167661,1909829,2007,04/15/2016 08:55:02 AM,41.9081195,-87.65953378,"(41.908119495, -87.659533779)"
810,THEFT,OVER $500,STREET,FALSE,FALSE,2124,2,4,39,6,1184392,1873241,2007,04/15/2016 08:55:02 AM,41.80734308,-87.59922271,"(41.807343082, -87.599222706)"
454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,FALSE,FALSE,632,6,8,44,17,1183070,1847916,2007,04/15/2016 08:55:02 AM,41.73787976,-87.60485812,"(41.737879764, -87.604858118)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2234,22,34,75,17,1170363,1829379,2007,04/15/2016 08:55:02 AM,41.68729716,-87.65195065,"(41.687297156, -87.651950647)"
560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2524,25,31,20,23,1146828,1916920,2007,04/15/2016 08:55:02 AM,41.92800146,-87.73588252,"(41.928001461, -87.735882518)"
496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,TRUE,FALSE,522,5,34,53,19,1176738,1826464,2007,04/15/2016 08:55:02 AM,41.67915721,-87.62869994,"(41.679157213, -87.628699935)"
860,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,423,4,10,46,6,1197730,1845034,2007,04/15/2016 08:55:02 AM,41.72961825,-87.55124457,"(41.729618252, -87.551244573)"
325,ROBBERY,VEHICULAR HIJACKING,GAS STATION,FALSE,FALSE,623,6,6,69,3,1180266,1853017,2007,04/15/2016 08:55:02 AM,41.75194216,-87.61497516,"(41.751942164, -87.614975155)"
2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,911,9,14,63,18,1155932,1869799,2007,04/15/2016 08:55:02 AM,41.79851742,-87.70369843,"(41.798517422, -87.703698427)"
460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1011,10,24,29,17,1147597,1893416,2007,04/15/2016 08:55:02 AM,41.86348922,-87.73366037,"(41.863489218, -87.733660371)"
620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,732,7,17,68,5,1172570,1856254,2007,04/15/2016 08:55:02 AM,41.76099777,-87.64308222,"(41.760997766, -87.64308222)"
820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1311,12,26,24,6,1157459,1906531,2007,04/15/2016 08:55:02 AM,41.8992833,-87.69710057,"(41.899283298, -87.697100567)"
890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,621,6,17,71,6,1171006,1852790,2007,04/15/2016 08:55:02 AM,41.7515264,-87.64891537,"(41.751526398, -87.64891537)"
2850,PUBLIC PEACE VIOLATION,BOMB THREAT,OTHER,FALSE,FALSE,113,1,42,32,26,1175800,1900817,2007,04/15/2016 08:55:02 AM,41.88321078,-87.62990697,"(41.883210775, -87.629906972)"
1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,FALSE,FALSE,1834,18,42,8,26,1178222,1903964,2007,04/15/2016 08:55:02 AM,41.89179148,-87.62091742,"(41.891791478, -87.620917415)"
041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,633,6,6,44,19,1179283,1846026,2007,04/15/2016 08:55:02 AM,41.7327805,-87.6187901,"(41.732780501, -87.618790101)"
041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,512,5,34,49,19,1177886,1836012,2007,04/15/2016 08:55:02 AM,41.70533247,-87.62421009,"(41.705332472, -87.624210087)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1623,16,45,11,17,1138191,1936388,2007,04/15/2016 08:55:02 AM,41.98158428,-87.76714809,"(41.981584276, -87.767148085)"
2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,TRUE,FALSE,931,9,20,61,18,1166740,1872233,2007,04/15/2016 08:55:02 AM,41.80497252,-87.66399367,"(41.804972521, -87.663993665)"
2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,2523,25,35,21,26,1151599,1919039,2007,04/15/2016 08:55:02 AM,41.93372361,-87.71829488,"(41.933723611, -87.718294883)"
2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,731,7,6,69,18,1177023,1859208,2007,04/15/2016 08:55:02 AM,41.76900466,-87.62667283,"(41.769004662, -87.626672833)"
2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,933,9,16,61,18,1167168,1872039,2007,04/15/2016 08:55:02 AM,41.80443101,-87.6624295,"(41.804431006, -87.662429498)"
460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,2132,2,5,41,17,1188158,1870244,2007,04/15/2016 08:55:02 AM,41.79903001,-87.58550597,"(41.799030006, -87.585505972)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1011,10,24,29,17,1152167,1893044,2007,04/15/2016 08:55:02 AM,41.86237959,-87.7168939,"(41.862379586, -87.7168939)"
520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,524,5,34,53,22,1174435,1826477,2007,04/15/2016 08:55:02 AM,41.67924426,-87.63712945,"(41.679244262, -87.637129451)"
1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,422,4,7,46,26,1196233,1852244,2007,04/15/2016 08:55:02 AM,41.74944027,-87.55648996,"(41.749440267, -87.55648996)"
460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,712,7,16,68,17,1170772,1868221,2007,04/15/2016 08:55:02 AM,41.79387604,-87.64932313,"(41.793876041, -87.649323127)"
545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1432,14,32,22,23,1161657,1914808,2007,04/15/2016 08:55:02 AM,41.92190953,-87.68145034,"(41.921909527, -87.681450335)"
890,THEFT,FROM BUILDING,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,811,8,23,56,6,1135110,1866750,2007,04/15/2016 08:55:02 AM,41.79054357,-87.78013033,"(41.79054357, -87.780130326)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,621,6,17,71,14,1171006,1852790,2007,04/15/2016 08:55:02 AM,41.7515264,-87.64891537,"(41.751526398, -87.64891537)"
1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,1924,19,44,6,26,1169894,1921449,2007,04/15/2016 08:55:02 AM,41.93995693,-87.65099127,"(41.939956928, -87.650991267)"
